news	explanation	label
世界男高音多明戈因新冠肺炎于3月26日去世	1去世的并不是西班牙歌唱家帕拉西多·多明戈，而是另一位同样叫多明戈的演员（Domingo Cobarrubias）。这位演员于当地时间3月26日因新冠肺炎离世，享年68岁。23月22日，多明戈在社交媒体账号上发布了新冠病毒检测为阳性的消息，并称目前和家人正处在隔离中。截至3月27日，媒体并没有发布任何关于他去世的消息。3多明戈在社交媒体发布的最新消息是在3月25日，他写道：“我收到许多人发来的慰问短信，非常感谢你们。祝愿大家健康、安全。”	假
中国出口捷克的新冠快速检测试剂错误率80%	13月23日，捷克卫生部副部长罗曼·普米拉（Roman Prymula）在接受当地媒体采访时就已澄清：快速检测不是结论性，而是指示性的；检测的错误率并不是80%，只有20%-30%。2核酸检测的确暂时无法做到100%准确。2月17日，中华医学会感染病学分会主任委员王贵强在接受采访时回应“核酸检测可能出现的不准确”问题称，核酸检测本身的稳定性很好。出现问题主要原因是敏感性的问题。可能是病毒量很少可能检测不出来，也与取样方法有关。	假
西班牙的中国公民可登记信息，撤侨按照登记顺序进行	1“出国及海外中国公民自愿登记”是中国外交部领事司于2013年开发并推出的在线应用系统，旨在为出国旅行的中国公民提供个人（团组）及旅行信息登记服务，以便及时推送各类安全提醒信息，在紧急情况发生时方便取得联系，及时提供领事保护与协助。2目前，并无安排包机或撤侨的计划。在“出国及海外中国公民自愿登记”系统上的登记顺序也与所谓“登机顺序”无关。	假
广东已于3月26日前确定学生返校时间	广东省教育厅3月25日发布公告称：近日，在学生家长群、微信朋友圈中流传广东确定学生返校时间的消息，属不实传言。根据当前疫情防控形势，省教育厅正在审慎研究学生返校工作方案。一旦确定返校安排和时间表，将即时通过省教育厅官网、官微提前向社会公布，保证学校、教师、家长、学生有充足准备时间。	假
拥吻照里的意大利医生夫妇，抢救百名病人后感染死亡	1据旅意记者王勤伯介绍，拥吻图的拍摄者是Emilio Morenatti。3月12日，Emilio Morenatti在社交网络上发布此图，同时配文称：一对情侣在西班牙巴塞罗那机场拥吻。所以并不是什么医生夫妇在医院大厅拥吻。2自拍照里的男性名为Nicola Sgarbi，是意大利摩德纳的Baggiovara地方医院的重症监护病房医生。他3月14日在脸书上传了这张照片；自拍照里的女性名为Alessia bonari，是意大利米兰一家医院的护士，自拍照来自其3月9日的instagram。这两张照片均引起关注，且有公开报道。“有心者”盗用了这两张自拍照，和拥吻照搭配在一起，误导用户。	假
来自斯坦福医院的关于新冠肺炎的十点提醒	1斯坦福卫生保健部门已经辟谣，流传的“十点提醒”并非来自斯坦福大学。斯坦福大学从来没有发布过这些关于新冠肺炎的“知识”，也没有提供自我检查的方法。2在斯坦福大学的官网上有关于新冠病毒的信息汇总，里面提到很多权威信息和保护措施，但没有一条信息出现在这则假冒的斯坦福大学“提醒”里。3“十点提醒”的第一条说“如果你流鼻涕，你只是普通感冒”。这个说法完全不对。流鼻涕可能是流感、过敏和其他疾病，不能直接判断为普通感冒。另外，虽然很多新冠肺炎患者会干咳，但仍然有少数患者伴有鼻塞、流鼻涕、腹泻等症状，因此靠是否流鼻涕无法判断有没有感染新冠病毒。“十点提醒”里的其他内容也没有科学依据。	假
喀麦隆机场警察开枪射击感染新冠肺炎的乘客	1网传视频中的场景并非出现在喀麦隆，而是在塞内加尔的首都达喀尔的一个机场，视频中的飞机是塞内加尔航空的客机。2视频记录的是该机场的一次紧急演习，网传的“乘客感染肺炎”、“警察开枪射击”不是事实。演习发生在2019年11月，而不是在此次疫情期间。	假
武汉市政府不再对新冠肺炎病人免费治疗	1武汉市卫健委对此回应称，并没有接到此类通知，目前武汉新冠肺炎患者治疗个人负担相关政策依照国家、省市要求严格执行。符合条件的费用，仍然按照按医疗保险有关政策规定报销。武汉市医疗保障局工作人员也表示没有发过此类通告。2楚天都市报记者联系了张贴有网传《告知书》的小区物业及所属街道，相关负责人表示，《告知书》系物业公司工作人员转载自网上的信息。小区所属张家湾街道表示目前已经要求社区督促马上撤销不实消息，并发布澄清事实和承认错误的通知。	假
喝柠檬苏打水可以预防新冠肺炎	1柠檬汁加小苏打，就是一种弱酸和一种弱碱的反应，能产生泡沫。柠檬汁的酸性和小苏打的碱性，都不足以杀灭病毒，中和之后偏向中性，更不能杀灭病毒。2所谓“将新冠病毒自患者体内彻底驱除至体外”纯属异想天开。“系统会转为酸化”“碱化免疫系统”，也是没有科学根据的胡思乱想。	假
东京将于4月2日封城	日本内阁官房长官菅义伟在记者会上否认了网上流传的4月2日东京将会封城的相关消息。关于是否发布紧急事态宣言，菅义伟表示，“鉴于此事将给国民生活带来重大影响，必须在听取各方面专家意见的基础上慎重地做出判断。”	假
吉林省教育厅于3月29日正式通知中小学延后开学	13月27日，吉林省教育厅官网发布通知，明确提出省委、省政府研究决定，全省高三年级(含中职学校毕业年级)4月7日开学。在确保高三年级安全有序及时开学的前提下，综合研判、审慎确定中小学其他学段、其他年级开学时间。2在吉林省教育厅官网上并不能找到网上流传的通知，并且在网传文件中，并没有吉林省教育厅的公章，所以，请广大家长和师生不要轻信，也请即将开学的家长和学生按照学校要求做好开学前准备。	假
上海市杨浦区一小区境外输入病例被带走	13月27日晚，上海市杨浦区政府官方微博@上海杨浦回应称，“3月24日下午6时左右，一名境外来沪人员在集中留验点经检测核酸阴性后，由专用大巴送到凤城花园进行居家隔离。网传视频为该入境人士下车时陪同转运工作人员与社区卫生服务中心医务人员交接的场景。目前该入境人士正在家中进行规范的居家隔离观察。”2视频中大巴车放下乘客后即驶离，与传言的“将人带走”不符；从围观居民的言语中也能得知，下车乘客即将在凤城花园小区进行居家隔离。	假
辽宁省教育局3月28日前公布了各学校具体开学时间	13月27日，辽宁省教育厅已发布官方声明，根据声明，从4月中旬起，高三年级实行省域内同步返校，高三开学的具体日期，待研究确定后，将及时向社会公布。但各级学校的具体开学时间，声明中并未提及。2该官方声明指出，目前网上流传的辽宁省教育厅通知开学时间的相关信息均为虚假信息，请广大学生及家长不要轻信。	假
天津市教育局于3月27日公布中小学及高校开学时间	1津云记者询问了天津市教委有关工作人员，该工作人员表示此文件属于明显伪造，“天津市教育局”这一称呼早已撤销，现在的正式名称为“天津市教育委员会”，网传文件也没有加盖公章。2市教委工作人员表示，对于后续天津市各大中小学开学的具体时间，市教委会第一时间向社会公布，请广大市民耐心等候。	假
新加坡总理李显龙确诊感染新冠肺炎	1新加坡中央医院4月3日澄清，总理李显龙确诊新冠肺炎的信息不实，并呼吁民众不要传播假消息。24月3日下午4点，李显龙仍按既定行程在新加坡发表讲话，称新加坡政府将采取更多措施来应对疫情。	假
教育部宣布取消2020年6月的英语四六级考试	1中国教育考试网并没有发布过网传图片中的通知，“2020年6月四六级考试确定取消，与下半年考试合并”的消息不属实。24月3日，新华社记者从教育部考试中心证实，教育部考试中心已于2月底发布公告，推迟全国范围内2020年上半年全国大学英语四六级考试（CET）、全国大学英语四六级口语考试（CET-SET）、全国外语水平考试（WSK）、书画等级考试（CCPT）网上报名工作，并未发布取消考试的通知。	假
河北省教育厅发布公告：河北各学校于4月10日开学	经河北日报记者核实，河北省教育厅官方网站并未发布“4月10日开学”的消息。河北省教育厅相关工作人员证实消息不属实，河北仍未确定具体的开学时间，一旦确定将通过官方渠道公布。	假
男子为了不隔离从澳门游泳回珠海	经拱北警方核实，视频中的真实情况是：3月26日14时35分许，110接群众报警，在情侣南路望久亭路段，有一名男子正向海水深处走去，疑似轻生。接到报警后，拱北口岸派出所民警迅速到场，发现该男子已离岸100余米。后在民警等相关人员的劝说救援下，该男子在一小时后安全返回到岸边。	假
